rank,resource_name,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,settlement_point,hsl,qse,company,capacity_mw,site,eff_capacity_mw,duration_hours,optimization_rate
43,FTDUNCAN_ESR1,225084.223,1016871.9191417499,0.0,4429.945294667987,3190.606974119175,102599.97441743972,33279.38769619257,157095.76552004702,1542551.8220442166,FTDUNCAN_RN,100.0,QTEN26,Excelsior Energy Capital,87.1,Fort Duncan BESS,87.1,1.99,42.864899216161504
44,ANDMDSLR_ESR1,620013.2505,557690.243382325,0.0,26100.42613840293,44516.790992747505,31851.360231081388,33620.87887675149,208955.27114261885,1522748.2212639272,ANDMDSLR_ALL,81.9,QIPLU2,YIPLU2,,,81.9,1.95,111.72993789189789
45,PLATINUM_ESR2,805466.0108333332,456596.23175476666,0.0,54229.09238216526,19692.181466974434,57209.80475327504,48584.16231634049,76101.63190010954,1517879.1154069644,PLATINUM_RN,136.0,QSUE99,YSUEZ,,,136.0,1.84,62.88876387530797
46,FLOWERII_ESR1,0.0,1259185.9206377582,0.0,7083.4795184224795,20029.92316337081,51584.124776799836,62919.76239920484,102802.33061709008,1503605.5411126462,FLOWERII_RN,95.0,QJPEM,Jupiter Power,119.9,Flower Valley 1 (DGR),119.9,1.98,44.56913077278374
47,CORAZON_ESR1,467938.63208333333,405144.95195184177,0.0,11938.87614828281,12448.422437421377,315324.096191266,166744.36859331053,119808.79418796301,1499348.1415934185,CORAZON_RN,200.0,QHEI4,YGUAJI,,,200.0,1.22,69.0922100420103
48,SMTH_ESS_ESR1,376212.48949999997,752025.1236893666,0.0,40758.533993139084,55748.07025926086,35421.23921275132,70528.96468621277,167057.2765878925,1497751.6979286235,SMTH_ESS_RN,125.0,QSUE77,YBTSMS,,,125.0,2.04,107.38903639960316
49,ESTONIAN_ESR1,615677.3250833333,456471.9445971917,0.0,5555.838814349775,7861.623456301787,171336.65865730064,39287.07570751304,194187.94160546872,1490378.4079214586,ESTONIAN_ALL,101.6,QENE14,Enel North America,101.6,Estonian Storage,101.6,1.74,58.33957838533638
50,MADERO_ESR2,420488.1717499999,549757.8941148083,0.0,2217.1048085275784,4124.372773922145,126016.08638385437,52175.70712289802,280408.5569902447,1435187.893944255,MADERO_RN,100.0,QTEN25,Eolian,100.0,Madero Grid 1,100.0,2.73,65.05748620302663
51,LMO_ESR1,-69236.90775,1407090.7965010835,0.0,790.9710803582517,0.000163659458146,6853.304271079475,9416.629524936277,61719.63808589486,1416634.4318770117,LMO_ESR_RN,100.0,QSHEL2,Key Capture Energy,105.0,Limousin Oak Storage,105.0,2.16,33.0610606348048
52,ANTL_ESS_ESR1,753352.7321666667,244505.00364166667,0.0,50557.10778259407,22951.295606313484,99174.54189809746,129478.48267218283,101183.332289063,1401202.4960565842,ANTL_ESS_ES1,70.0,QSU100,ENGIE,72.4,Antlia BESS,72.4,1.93,65.08522791136991
53,CLO_ESR2,70123.31891666666,742797.27873805,0.0,2419.4525498423386,3799.9231510001787,83440.44758847199,146402.01419197995,346617.3223239647,1395599.7574599758,CLO_RN,100.0,QMEA1,Jupiter Power,101.5,Callisto 1 Energy Center Unit 1,101.5,2.09,117.98667083508018
54,CARTWHL_ESR1,0.0,1363489.863716491,0.0,0.0,0.0,0.0,0.0,0.0,1363489.863716491,CARTWHL_RN,150.0,QECNR,YEONCR,,,150.0,1.87,-0.8570812832519685
55,CLO_ESR1,61366.86233333333,748892.8239844418,0.0,2324.7873943173863,3246.9456055925593,59202.5450189815,144093.9633789309,342146.49523943814,1361274.4229550352,CLO_RN,100.0,QMEA1,Jupiter Power,101.5,Callisto 1 Energy Center Unit 1,101.5,2.09,116.8969385910174
56,MADERO_ESR1,418511.9411666666,477882.67450134165,0.0,1443.17490873114,3178.8348754117924,127353.86788628997,51122.39786858238,273424.1722874092,1352917.063494433,MADERO_RN,100.0,QTEN25,Eolian,100.0,Madero Grid 1,100.0,2.73,63.88555143727456
57,BYP_ESR1,-13941.4945,1269631.5811497746,0.0,0.0,0.0,438.236,1141.9864379652777,65917.97835682638,1323188.2874445661,BYP_RN,200.0,QEXELO,YEXELO,,,200.0,2.25,19.369090375233434
58,TDWLPR_1_ESR2,69297.99825,746420.2234666917,0.0,501.9264781551039,2376.447050802664,36207.1594578656,134244.68493866685,328189.33845775475,1317237.778099937,TDWLPR_1_RN,0.0,QMEA6,Jupiter Power,102.0,Tidwell Prairie Storage U1,102.0,1.96,82.06664307435001
59,JADE_SLR_ESR2,781018.5685833333,280960.46776903333,0.0,22889.940348286407,12209.939867924113,54920.013895604396,25404.278168507422,126684.34129982746,1304087.5499325164,JADE_SLR_ALL,81.9,QIPLUM,Intersect Power,80.4,Jade Storage SLF 1,80.4,1.99,83.81064439088266
60,ALP_BESS_ESR1,632154.5343333335,340301.30448333325,0.0,932.2120411427136,1729.891542395899,156010.38387994719,72820.01215776442,93970.51475314153,1297918.8531910584,ALP_BESS_RN,100.3,QHEI1,YHABIT,,,100.3,1.43,42.26998332759605
61,TDWLPR_1_ESR1,69345.75825000001,727129.5101262167,0.0,503.5183195468989,1134.2156148438564,35588.25168713651,134196.64128453596,328527.9233188889,1296425.8186011687,TDWLPR_1_RN,0.0,QMEA6,Jupiter Power,102.0,Tidwell Prairie Storage U1,102.0,1.96,83.3526316681223
62,WIG_ESS_ESR1,694748.0074166667,177092.61541416668,0.0,1335.750814317792,1049.8206630077202,221317.27466794272,82598.09013776502,105915.846610261,1284057.4057241275,WIG_BESS_RN,120.0,QHEI1,UBS Asset Management,122.9,Wigeon Whistle BESS,122.9,1.42,63.55897318056614
63,JADE_SLR_ESR1,758598.5451666666,292866.0420597834,0.0,23787.706911322133,11647.384699500531,51997.856786630044,23919.575189581286,120176.97283222237,1282994.083645706,JADE_SLR_ALL,78.1,QIPLUM,Intersect Power,80.4,Jade Storage SLF 1,80.4,1.99,78.88816560071834
64,TSECA_ES_ESR1,0.0,1172770.114365575,0.0,9459.628147702588,9452.696919523169,8973.029777186364,12407.94621893792,64076.879890057564,1277140.2953189828,TSECA_ES_RN,100.0,QTEN36,YTIERS,,,100.0,2.4,50.96787277275485
65,LUCKYBLU_ESR1,859484.5279166668,290606.357953725,0.0,12249.223457108885,4841.98199246726,0.0,5233.431997357637,28493.804463459157,1200909.3277807848,LUCKYBLU_RN,100.0,QBROOK,YLUCKB,,,100.0,2.14,63.03242430349932
66,ELZA_SLR_ESR1,470265.49075000006,327786.39010471664,0.0,0.0004370214054984,837.0717077998645,119121.58255919711,93728.78411026142,140915.41593597672,1152654.7356049733,ELZA_SLR_RN,100.0,QENE16,Enel North America,100.0,Eliza Storage,100.0,1.79,21.24188977710929
67,SHEEPCRK_ESR1,199707.2604166667,228616.0577652584,0.0,102105.10343867495,58151.9435356185,245519.1316488508,159448.65113970055,85938.36386664302,1079486.5118114129,SHEEPCRK_1,135.0,QSUE70,ENGIE,142.0,Sheep Creek Storage,142.0,1.29,41.70021036951048
68,CROSSTRL_ESR1,1596669.2172499998,-840459.8605796418,0.0,85480.62098599247,2.698944216166859e-05,136570.38281410013,43007.56225022255,57744.52506814213,1079012.4478158047,CROSSTRL_RN,57.0,QGRIE4,Energy Vault,58.0,Cross Trails Storage,58.0,1.97,46.06462283112087
69,HEADCAMP_ESR1,32168.892416666666,1014600.98771685,0.0,0.0,0.0,0.0,0.0,0.0,1046769.8801335167,HEADCAMP_RN,150.0,QTEN34,YMOMEH,,,150.0,1.06,32.999753010882145
70,LBRA_ESS_ESR1,-19959.39716666668,149743.50393700006,0.0,175001.10185167525,26803.019005176127,414520.394124045,284689.33130164427,0.0,1030797.9530528737,LBRA_BES1,200.0,QSUE48,ENGIE,200.0,Libra BESS,200.0,1.0,26.65635051582947
71,ENDPARKS_ESR1,737544.9209166666,-123378.81378499995,0.0,120087.7410517759,107278.12683821529,6848.743056322124,92345.30860640008,72898.77891257698,1013624.8055969572,ENDPARK_ESS1,50.0,QGRIE4,Key Capture Energy,50.0,Endurance Park,50.0,1.98,101.49129660544665
72,RADN_SLR_ESR2,34702.42,890302.5213231583,0.0,697.2132317916665,17033.30633541193,1008.4856765296563,1211.2964871580516,22365.961967214258,967321.2050212639,RADN_SLR_ALL,81.9,QIPRAD,YIPRAD,,,81.9,2.0,88.26367131246792
73,MUSTNGCK_ESR1,486325.8343333333,169767.58037641665,0.0,7267.137183289376,4975.696669105375,104553.06497800027,38419.65583940007,155583.28680433493,966892.2561838798,MUSTNGCK_ALL,71.0,QENE10,Enel North America,69.3,Mustang Creek Storage,69.3,1.18,68.35326217110294
74,HLY_ESR1,481444.37508333335,87915.14793166667,0.0,751.3737938575724,1257.7792877587358,202749.20681076223,83162.0822671296,96220.771787557,953500.7369620651,HLY_RN,102.0,QHEI1,UBS Asset Management,104.7,Holy ESS U1,104.7,0.98,79.30404179005448
75,HLY_ESR2,485140.643,79261.65707833333,0.0,751.532530186961,1768.7813818416394,204354.5238317107,82985.83340736716,96443.23735702461,950706.2085864645,HLY_RN,101.8,QHEI1,UBS Asset Management,104.7,Holy ESS U1,104.7,0.98,80.41832275675682
76,RADN_SLR_ESR1,30656.694,860130.0986107667,0.0,1312.6597396751072,15297.4154878447,1072.0222885538005,1470.6911346447673,19626.26921839577,929565.8504798808,RADN_SLR_ALL,78.1,QIPRAD,YIPRAD,,,78.1,1.96,87.88473721958738
77,ANG_SLR_ESR1,0.0,686368.4386600833,0.0,0.0004471756911097,0.000163659458146,22206.609419857985,30307.435441533802,183210.60407074654,922093.0882030568,ANG_ALL,0.0,QTEN26,Apex Clean Energy,103.0,Angelo Storage,103.0,1.94,76.2650577214048
78,CROSSETT_ESR1,0.0,748425.5512553917,0.0,5324.407746623752,7831.839223818739,79174.86809949475,26233.377613817895,50964.31237630896,917954.3563154556,CROSSETT_ALL,100.0,QJPEM1,Jupiter Power,101.5,Crossett Power 1,101.5,0.99,54.51633916177161
79,HOUSEMTN_ESR1,0.0,725151.9834254999,0.0,5188.28280922487,13509.125035057334,38636.5810709189,44055.917175753224,73200.30976823097,899742.1992846854,HOUSEMTN_RN,60.0,QJPEM,Jupiter Power,60.0,House Mountain BESS,60.0,2.24,49.11794560856684
80,BCNV_ESS_ESR1,541018.1436666667,98830.28043837498,0.0,189.35391025641027,0.013,18236.027852948446,22295.37276418853,199140.51094561545,879709.7025780506,BCNV_RN,150.0,QSHE11,Nightpeak Energy,150.0,Bocanova BESS,150.0,2.0,123.72149142778608
81,CROSSETT_ESR2,0.0,708274.8409942666,0.0,5259.11079673223,7633.253834320421,78835.10614557409,26881.69853198227,49770.2517841254,876654.262087001,CROSSETT_ALL,100.0,QJPEM1,Jupiter Power,101.5,Crossett Power 1,101.5,0.99,51.923473846083574
82,CTW_ESR1,0.0,854687.1172145832,0.0,4081.2913804284444,3236.275389367912,1299.2211353240782,2397.286653602205,10833.28332502896,876534.475098335,CTW_RN,150.0,QTOTL5,YTOTAL,,,150.0,1.53,49.247397589299894
83,SEVNF_ES_ESR1,0.0,734443.9464245334,0.0,14761.36806708603,9538.942323478535,11499.54420559143,14749.665545746911,77499.41293783949,862492.8795042757,SEVNF_ES_RN,100.0,QTEN37,YSEVFL,,,100.0,2.34,52.927038078521996
84,EVLN_ESS_ESR1,511817.93183333334,340944.40428786667,0.0,0.0,0.0,0.0,0.0,0.0,852762.3361211999,EVLN_ESS_RN,165.0,QSHE15,Excelsior Energy Capital,167.5,Evelyn BESS,167.5,1.99,57.504606074298195
85,STAM_SLR_ESR1,394355.28124999994,120059.77553255833,0.0,4684.31620671742,413.0803107182817,101506.44904587942,47209.20810252953,134572.43765872618,802800.5481071292,STAM_SLR_ALL,70.0,QENE12,Enel North America,71.5,Stampede BESS,71.5,1.57,58.34785432800646
86,FENCESLR_ESR1,355267.37625000003,98937.11338343333,0.0,3472.8396537631425,3531.2449645237275,127798.29263958389,35029.087623006824,136188.06023475179,760224.0147490627,FENCESLR_ALL,71.0,QENE13,ENGIE,86.6,Fence Post BESS,86.6,1.43,50.43616623223684
87,PAVO_ESS_ESR2,327040.77749999997,20261.48008658333,0.0,72581.27158861388,19329.177731219632,204522.0650816172,76266.45644865533,39455.215093588144,759456.4435302773,PAVO_ESS_ALL,87.5,QSUE74,ENGIE,86.5,Pavo BESS 1,86.5,1.01,60.855557117676994
88,BEXAR_ES_ESR1,834682.4489166664,-150031.7510242583,0.0,0.0,0.0,0.0,18942.26744345209,43022.28473288477,746615.2500687451,BEXAR_ES_RN,100.0,QTEN32,YBEXES,,,100.0,0.88,115.67359788435932
89,TANZ_ESS_ESR1,381660.2129166667,-137812.24905769163,0.0,36927.57387444511,14499.60299759668,159513.3934671377,140147.04463854156,144634.6184841509,739570.1973208471,TANZ_ESS_RN,128.8,QSUE99,ENGIE,132.9,Tanzanite Storage U1,132.9,1.93,-0.6514773237162883
90,GKS_BESS_ESR1,1056.5,378824.93001876667,0.0,0.0004471895799986,0.000163659458146,93778.29994188527,37498.47794625268,226767.90787113435,737926.1163888879,GKS_BESS_RN,0.0,QTEN26,SA Grid Solutions,103.0,Great Kiskadee Storage,103.0,1.94,93.06062379839526
91,RBN_ESR1,232840.42450000002,-21819.400506083333,0.0,30195.10735784326,14974.196175596882,287656.50099210034,95251.98150478293,65789.24399934307,704888.0540235832,RBN_BESS1,100.0,QTEN19,Cypress Creek Renewables,101.6,River Bend,101.6,1.48,52.5651468382323
92,DGFS_ESR_ESR1,158402.07116666666,336187.07805086666,0.0,1191.4439323603206,25173.844601515288,118543.764069762,29304.27860291353,34887.17982569639,703689.6602497809,DGFS_ESR_RN,75.0,QTEN26,Gore Street Energy Storage Fund,75.0,Dogfish BESS,75.0,1.22,40.4519880079655
93,RVRVLYS_ESR1,49051.12141666667,542625.1221200083,0.0,30279.52251586312,20373.01306637109,3858.4642969774955,4609.711616132134,34636.08271205101,685433.0377440697,RVRVLYS_ALL,50.0,QSHEL2,Key Capture Energy,50.0,River Valley 1,50.0,1.99,74.37371280423285
94,TANZ_ESS_ESR2,192275.92525000003,-20403.208123141667,0.0,36061.927934715975,15934.258324387944,161648.81492261478,137407.37304727573,143560.3093996942,666485.400755547,TANZ_ESS_RN,128.8,QSUE99,ENGIE,132.9,Tanzanite Storage U1,132.9,1.93,-10.40937167899899
95,AZURE_ESR1,117661.02375000001,324439.22001036664,0.0,0.0003949218122297,63.036134465013696,35552.79978332355,19736.424911497194,163200.46740913644,660652.9723937107,AZURE_RN,77.6,QENEL6,Enel North America,77.2,Azure Sky Solar,77.2,1.5,76.62342205248537
96,PAVO_ESS_ESR1,291256.5586666667,32156.24703306667,0.0,58923.6110281714,16131.085584435928,147443.48569192493,54725.11151494478,46188.34585767874,646824.4453768891,PAVO_ESS_ALL,46.4,QSUE74,ENGIE,86.5,Pavo BESS 1,86.5,1.01,58.944046683415344
97,ZIER_SLR_ESR1,125848.64783333332,373375.5578131083,0.0,19292.585275937046,26104.754341587155,20613.71999100547,20129.576185673868,58123.32609336244,643488.1675340076,ZIER_SLR_ALL,40.0,QTEN19,Cypress Creek Renewables,40.1,Zier Storage U1,40.1,1.95,83.77489448877115
98,RVRVLYS_ESR2,914.2553333333333,560192.7281545583,0.0,22620.996286669222,13944.421947528515,3792.843846988659,4425.005864452528,34718.373002160115,640608.6244356907,RVRVLYS_ALL,50.0,QSHEL2,Key Capture Energy,50.0,River Valley 1,50.0,1.99,72.19081736364552
99,STRG_SLR_ESR1,0.0,610471.553968475,0.0,0.0,0.0,0.0,0.0,0.0,610471.553968475,STRG_SLR_ALL,100.0,QECNR,YEONCR,,,100.0,1.92,7.871327593676911
100,BLUEJAY_ESR1,157126.53608333337,196608.72824935833,0.0,443.0721098097909,1634.3618706243,86889.75408167763,26576.609885420392,121287.11749401591,590566.1797742398,BLUEJAY_RN,50.0,QENEL7,Enel North America,51.4,Blue Jay,51.4,1.65,53.26754040100136
101,DAN_ESR1,0.0,571574.9904101001,0.0,1312.2306310511362,3804.6888094773053,566.3719359135177,1388.5608198034708,5810.8316326003605,584457.6742389456,DAN_ALL,76.3,QTOTL4,TotalEnergies,76.44999999999999,Danish Fields Storage U1,76.44999999999999,1.47,51.785631538147115
