DATETIME,ERCOT (LOAD_FORECAST),ERCOT (NET_LOAD_FORECAST_BID_CLOSE),ERCOT (WIND_STWPF_BIDCLOSE),ERCOT (WIND_COPHSL_BIDCLOSE),ERCOT (SOLAR_COPHSL_BIDCLOSE),ERCOT (RTLOAD),ERCOT (WIND_RTI),ERCOT (SOLAR_GENERATION),HOURENDING,MARKETDAY,PEAKTYPE,MONTH,YEAR 
02/19/2026 00:00:00,47376.709595,16676.0196,29877.5,29309.1,0,47311.85,25536.34,,24,02/18/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 01:00:00,45369.389893,13531.3797,30311.9,29638.7,0,45405.3,25864.37,,1,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 02:00:00,44213.67041,12411.0702,29960.1,29298.1,0,44180.83,25605.68,,2,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 03:00:00,43425.840576,12122.5994,29354.7,28590.9,0,43581.18,25079.5,,3,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 04:00:00,43290.914124,12710.7755,28510.7,27724.5,0,43468.06,24832.43,,4,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 05:00:00,43949.392151,14405.9533,27547.1,26733.4,0,43729.1,23905.63,,5,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 06:00:00,45356.199219,18186.8299,26373.5,25540.6,0,45265.54,22936.44,,6,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 07:00:00,48093.709473,23363.8303,24825.3,24130.7,.1,48056.14,23220.43,,7,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 08:00:00,49091.619507,25594.7107,22940.6,22296,1223.7,49266.32,22669,,8,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 09:00:00,49476.469238,18323.9592,20260,19709.4,11299.9,49593.8,18539.61,,9,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 10:00:00,50122.090332,8957.0404,18305.3,17812.5,23272.8,50461.16,17330.81,,10,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 11:00:00,51132.439697,7699.8596,17658.7,17177.3,25949.3,51013.48,16376.82,,11,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 12:00:00,51611.140259,9260.8283,16273,15777.1,26485.7,51846.18,14367.96,,12,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 13:00:00,52954.22998,12002.2595,14311,13810.9,26738.5,52611.94,11556.95,,13,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 14:00:00,53734.760864,14476.3891,12945.4,12481.8,26748.4,53739.75,9751.87,,14,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 15:00:00,54811.430786,15681.5501,12139.6,11734.7,27057.2,54753.41,8764.47,,15,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 16:00:00,55753.850098,16195.1404,11936.2,11552.5,27237.3,55509.15,8169.89,,16,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 17:00:00,56205.170776,19769.3794,11993.6,11564.6,24032.9,56015.25,7672.73,,17,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 18:00:00,56057.90918,34316.4301,11706.7,11203.7,9459.9,55506.1,6582.55,,18,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 19:00:00,55068.859863,43607.9107,11273.3,10856.8,319,54877.75,5921.68,,19,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 20:00:00,54132.298096,43399.34,11200.2,10757.4,0,54452.43,6297.51,,20,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 21:00:00,53372.020508,41977.5303,11443.2,11070,0,52690.1,7273.42,,21,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 22:00:00,50503.624817,40196.9603,11445.4,11144.9,0,51155.11,7457.34,,22,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 23:00:00,48956.030212,37853.98,11247.8,10981.3,0,48979.25,8656.33,,23,02/19/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 00:00:00,46769.181396,35084.8802,11266.6,11020.2,0,46449.5,9870.79,,24,02/19/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 01:00:00,44996.510559,32598.5301,12437.3,12212.5,0,44543.46,11211.42,,1,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 02:00:00,43627.049622,31541.4498,12300.7,12092.8,0,43453.12,11306.85,,2,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 03:00:00,42780.149658,31161.739,12007.9,11825.5,0,42726.9,12303.16,,3,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 04:00:00,42754.879272,31397.4692,11708.1,11500.3,0,42622.53,12580.97,,4,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 05:00:00,43484.989746,32349.4204,11364.6,11157.4,0,43479.97,12264.86,,5,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 06:00:00,45419.328979,34716.88,10811.5,10614.8,0,45666.09,11439.16,,6,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 07:00:00,48750.689941,38414.5598,10145.9,9963.8,0,48664.11,10909.84,,7,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 08:00:00,50316.140625,39584.3904,9284.7,9095.8,1189.6,50389.6,10375.26,,8,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 09:00:00,51038.610962,33038.7595,7874,7716,9732.5,51019.42,7982.76,,9,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 10:00:00,51732.779663,26141.8406,6584.4,6490.2,18234.1,51754.44,7298.73,,10,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 11:00:00,52179.159546,25013.7504,5907.6,5795.8,20271.7,52086.6,6168.14,,11,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 12:00:00,52058.940674,24207.5092,5581.5,5474.3,21337.1,52472.47,5595.22,,12,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 13:00:00,52301.710449,23525.2499,6106.2,5954,21809.2,52536.52,5425.16,,13,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 14:00:00,52698.490723,22461.2301,7688.1,7501.7,21776.1,52908.78,5555.21,,14,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 15:00:00,52874.890625,21313.1598,9882,9621.2,21185.9,53021.49,6183.85,,15,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 16:00:00,53004.680176,20754.2301,11980.4,11746.1,20251.2,53070.51,7225.88,,16,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 17:00:00,53233.680542,22234.2001,13740.5,13483.6,17247.9,53287.51,8028.9,,17,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 18:00:00,53321.370117,30940.8005,14798.9,14518,7656.5,53247.23,8881.32,,18,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 19:00:00,53185.820435,37909.7593,15525.5,15245,384.3,53054.48,8908.72,,19,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 20:00:00,52698.340454,36548.2605,16319.2,15986,0,52618.13,9513.55,,20,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 21:00:00,51893.0802,34948.0101,17114.6,16736.3,0,51530.55,9788,,21,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 22:00:00,50875.80011,33419.9304,17621.3,17278.4,0,50073.65,10143.04,,22,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 23:00:00,49118.119873,31702.8703,17789.8,17431.9,0,48580.94,10879.34,,23,02/20/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 00:00:00,47294.879272,29544.2692,18031.5,17670.9,0,46739.54,10855.59,,24,02/20/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 01:00:00,44949.639771,28869.1735,15994.1,15363.5,0,45025.26,12201.36,,1,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 02:00:00,43852.980591,27628.849,15903.6,15270.5,0,43848.94,13028.16,,2,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 03:00:00,43070.210083,27205.8282,15506.9,14878.4,0,43064.57,13778.35,,3,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 04:00:00,42722.929932,27371.4416,14965.5,14372.6,0,42597.12,13447.91,,4,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 05:00:00,42597.689575,27559.3064,14949.4,14464,0,42777.34,13871.58,,5,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 06:00:00,43562.650635,28244.9863,15622.2,15161,0,43541.82,15803.66,,6,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 07:00:00,44967.640625,28716.9561,16816.8,16374.4,0,44970.15,18485.59,,7,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 08:00:00,46210.699585,27815.4397,17868.8,17357,1293,46377.48,19862.14,,8,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 09:00:00,47625.439087,18878.8904,18064.5,17631.4,11150.1,48012.36,17090.46,,9,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 10:00:00,49068.819702,8773.0601,18307.2,17898.6,21756,48801.04,15805.87,,10,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 11:00:00,49203.905884,5678.3598,18973,18671,24306.7,49230.17,15977.7,,11,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 12:00:00,49548.519775,4772.3689,18966.9,18670.7,25066.9,49668.72,16252.15,,12,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 13:00:00,50110.500732,4728.9401,18991.7,18663.5,25005.4,49911.62,16584.51,,13,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 14:00:00,50156.870239,4383.7794,19288.2,18944.5,24934.4,49944.03,16781.72,,14,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 15:00:00,50165.510254,3532.9007,19851.4,19508.9,25185.1,50169.83,16804.95,,15,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 16:00:00,50501.081055,2135.2969,20359.9,20032.1,26148.7,50380.83,17185.47,,16,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 17:00:00,50533.209167,5248.8825,20289.4,19938.7,23419.7,50185.32,17144.92,,17,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 18:00:00,49897.170288,19746.747,19290.2,18924,10219.4,50210.02,17976.2,,18,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 19:00:00,50686.849854,32108.0296,17706,17335.4,479.6,50510.59,16222.04,,19,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 20:00:00,50436.809692,33572.9098,16914.5,16575,0,50597.12,15362.02,,20,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 21:00:00,50248.050415,33355.3708,16700.7,16354.5,0,50001.27,15602.69,,21,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 22:00:00,49051.499512,32817.1006,16273,15930.5,0,49313.01,15807.88,,22,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 23:00:00,48287.9198,32219.8794,15766.1,15433.2,0,48411.94,14890.45,,23,02/21/2026,OFFPEAK,FEBRUARY,2026
02/22/2026 00:00:00,47413.100098,31841.1497,14910.2,14592,0,47188.79,13713.87,,24,02/21/2026,OFFPEAK,FEBRUARY,2026
02/22/2026 01:00:00,45653.950439,32476.5197,13793.8,13385.2,0,45981.55,12283.53,,1,02/22/2026,OFFPEAK,FEBRUARY,2026
02/22/2026 02:00:00,45107.879761,33238.5698,12480.7,12103.5,0,45121.62,10890.01,,2,02/22/2026,OFFPEAK,FEBRUARY,2026
02/22/2026 03:00:00,44701.470703,34106.0793,11558.7,11229.3,0,44666.34,10187.25,,3,02/22/2026,OFFPEAK,FEBRUARY,2026
02/22/2026 04:00:00,44595.24939,34731.54,10901,10487.8,0,44585.87,9796.94,,4,02/22/2026,OFFPEAK,FEBRUARY,2026
02/22/2026 05:00:00,44926.700684,35546.24,10346.6,9859.4,0,44873.86,9334.37,,5,02/22/2026,OFFPEAK,FEBRUARY,2026
02/22/2026 06:00:00,45828.420166,37193.7611,9858.2,9385.9,0,45918.32,9110.07,,6,02/22/2026,OFFPEAK,FEBRUARY,2026
02/22/2026 07:00:00,47577.059448,39421.01,9338.4,8880.6,.3,47394.84,8709.78,,7,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 08:00:00,48831.910278,38329.8998,8652.5,8228.7,2660.9,48665.52,7997.94,,8,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 09:00:00,49231.490356,23088.8901,7913.8,7524.2,18849.1,49679.82,6764.98,,9,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 10:00:00,48834.020386,12264.2994,7252.7,6946,30375.8,49528.76,6203.26,,10,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 11:00:00,48704.020264,10690.5803,6949.1,6658.2,31456.2,48844.19,6562.32,,11,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 12:00:00,48191.779175,9979.1891,6967,6681,31109.1,47684.37,6717.54,,12,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 13:00:00,47065.000244,9711.8397,7012,6731.2,30182.6,46938.73,6537.12,,13,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 14:00:00,46504.570679,8795.7503,7121.2,6850.2,30217.4,46376.77,6260.86,,14,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 15:00:00,46075.870117,7784.02,7314.5,7078.7,30411.1,45910.74,6071.28,,15,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 16:00:00,45850.660034,7775.3805,7447.3,7207,30009.6,46069.94,5727.01,,16,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 17:00:00,46368.280029,11776.3302,7473.4,7231.4,26621.7,46792.8,5491.69,,17,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 18:00:00,47580.979126,29094.6903,7448.2,7204.5,11190.8,47839.19,6337.67,,18,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 19:00:00,49236.779907,41466.6889,7909.5,7656.5,495.3,49770.17,6456.76,,19,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 20:00:00,50626.229858,41842.71,9224.5,8952.3,0,51031.44,7981.14,,20,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 21:00:00,51032.510132,40408.0304,10791.5,10491.7,0,51121.41,9850.7,,21,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 22:00:00,50430.049927,38634.9796,12064.3,11743.5,0,50660.99,11652.88,,22,02/22/2026,WEPEAK,FEBRUARY,2026
02/22/2026 23:00:00,49053.170166,36660.7404,12991,12667.4,0,49340.84,12900.87,,23,02/22/2026,OFFPEAK,FEBRUARY,2026
02/23/2026 00:00:00,47424.469238,34837.14,13446.9,13129.9,0,47921.9,13667.85,,24,02/22/2026,OFFPEAK,FEBRUARY,2026
02/23/2026 01:00:00,47130.960449,34355.4502,13449.8,12971.8,0,46785.25,14042.58,,1,02/23/2026,OFFPEAK,FEBRUARY,2026
02/23/2026 02:00:00,46505.30957,33644.5407,13799.4,13293.2,0,46562.63,13833.51,,2,02/23/2026,OFFPEAK,FEBRUARY,2026
02/23/2026 03:00:00,46870.260132,33654.9704,14095.4,13577.4,0,46742.54,14781.26,,3,02/23/2026,OFFPEAK,FEBRUARY,2026
02/23/2026 04:00:00,47605.420532,34178.7802,14410.9,13885.6,0,47401.84,15622.32,,4,02/23/2026,OFFPEAK,FEBRUARY,2026
02/23/2026 05:00:00,48809.700195,35497.83,14533.4,14042.8,0,49003.56,15889.85,,5,02/23/2026,OFFPEAK,FEBRUARY,2026
02/23/2026 06:00:00,51920.900757,38532.85,14541.3,14028.1,0,51978.36,16123.11,,6,02/23/2026,OFFPEAK,FEBRUARY,2026
02/23/2026 07:00:00,57512.790283,42898.7104,14367.5,13827.8,.7,56368.38,16196.93,,7,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 08:00:00,59155.540039,42006.7296,13692.7,13154.4,2912.1,57966.54,15456.61,,8,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 09:00:00,57037.210327,24284.7895,11743.8,11316.1,20045.4,56436.02,11815.88,,9,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 10:00:00,53961.319702,11220.1705,10211.8,9752.9,32094.7,54517.15,9880.06,,10,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 11:00:00,52913.31958,8089.1405,10986.5,10483.4,32571.2,52713.43,10824.74,,11,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 12:00:00,51202.779663,5750.8603,12221.6,11709.5,31948,50937.33,10887.55,,12,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 13:00:00,49671.829834,5309.5201,12763.3,12246.1,30620.1,49641.09,10805.88,,13,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 14:00:00,48881.980103,4065.9899,12891.3,12407.6,30737.8,48806.37,10282.85,,14,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 15:00:00,48267.349609,2475.0606,13161.1,12692.7,31315,48323.91,10030.54,,15,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 16:00:00,48038.379761,1457.0495,13907.1,13475.3,31420.7,48085.29,9813.25,,16,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 17:00:00,48423.219849,3037.7096,15056.9,14602.4,29098.7,48564.51,10306.87,,17,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 18:00:00,49045.049561,19756.4803,16237.1,15729.9,12770.3,49548.64,13123.97,,18,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 19:00:00,50578.809448,32434.8898,17938.6,17375.5,541.2,51184.63,14921.16,,19,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 20:00:00,51654.180054,31939.5799,20567.1,19839.8,0,52540.21,19167.73,,20,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 21:00:00,52374.409912,29615.4404,23223.6,22425.1,0,52826.25,22795.85,,21,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 22:00:00,51987.629761,27234.8805,25107.1,24280.5,0,52032.26,24419.1,,22,02/23/2026,WDPEAK,FEBRUARY,2026
02/23/2026 23:00:00,50102.979004,24393.3494,26449.1,25640.7,0,50280.32,24549.25,,23,02/23/2026,OFFPEAK,FEBRUARY,2026
02/24/2026 00:00:00,48227.349976,22199.8593,27158.7,26338.4,0,48631.87,24527.88,,24,02/23/2026,OFFPEAK,FEBRUARY,2026
02/24/2026 01:00:00,47463.289429,20135.261,27083.8,26164.2,0,47776.64,24646.63,,1,02/24/2026,OFFPEAK,FEBRUARY,2026
02/24/2026 02:00:00,47273.51001,19652.0994,26960.3,26091.7,0,47416.42,24785.75,,2,02/24/2026,OFFPEAK,FEBRUARY,2026
02/24/2026 03:00:00,47370.190674,19905.2696,26639.2,25773.7,0,47425.67,24153.33,,3,02/24/2026,OFFPEAK,FEBRUARY,2026
02/24/2026 04:00:00,47725.310059,20548.7207,26307,25415.2,0,47838.97,23744.48,,4,02/24/2026,OFFPEAK,FEBRUARY,2026
02/24/2026 05:00:00,48881.019897,21886.4201,26202.7,25337.2,0,49273.71,23995.51,,5,02/24/2026,OFFPEAK,FEBRUARY,2026
02/24/2026 06:00:00,51757.380493,24040.6402,26341.6,25501.5,0,52031.7,24143.66,,6,02/24/2026,OFFPEAK,FEBRUARY,2026
02/24/2026 07:00:00,56481.450439,27619.5303,26493,25637.6,1,56109.54,24446.76,,7,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 08:00:00,58440.629272,25373.0204,26823.4,25988.7,2940.5,56966.65,23280.1,,8,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 09:00:00,55650.900269,7762.4703,26043.2,25263.8,19466.4,55180.03,20983.23,,9,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 10:00:00,53670.369629,-4935.95,25649.4,24931.1,31139.8,53129.34,21042.03,,10,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 11:00:00,51792.280396,-8294.0601,26467.6,25800.3,31945.5,51286.06,22027.51,,11,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 12:00:00,50282.859863,-9689.8999,26954.2,26338.9,31466.8,49797.9,21607.89,,12,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 13:00:00,49351.450195,-9157.7003,27035.4,26429.9,30083.7,48880.82,21273.84,,13,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 14:00:00,48463.170288,-9792.7297,27338.8,26741.3,30207,48437.02,21021.28,,14,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 15:00:00,48401.800415,-10708.2002,27901.6,27319.4,30610.8,48362.04,21166.04,,15,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 16:00:00,48560.420166,-10938.4106,28594,28058.5,30665.9,48402.76,21123.53,,16,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 17:00:00,49114.209595,-7630.7599,29298.6,28733.9,27526.9,49130.91,22759.77,,17,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 18:00:00,49755.330322,9175.4897,29449.7,28864.8,11737.2,50118.07,24520.84,,18,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 19:00:00,50717.390503,20935.7399,29920.5,29274.1,518.7,51369.55,26899.84,,19,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 20:00:00,51911.560913,20739.38,30990.1,30289.5,0,52087.61,28052.27,,20,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 21:00:00,51371.069458,19212.97,31815,31122.1,0,51314.28,27903.36,,21,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 22:00:00,50100.630493,17765.1598,32253,31574.7,0,49995.53,27842.18,,22,02/24/2026,WDPEAK,FEBRUARY,2026
02/24/2026 23:00:00,47934.510864,15857.4797,32436,31769.7,0,47983.79,27802.72,,23,02/24/2026,OFFPEAK,FEBRUARY,2026
02/25/2026 00:00:00,45724.089844,14094.2494,32339.8,31722.7,0,45856.93,27433.77,,24,02/24/2026,OFFPEAK,FEBRUARY,2026
02/25/2026 01:00:00,43929.98999,12229.2202,32278.8,31441.6,0,44015.66,27270.48,,1,02/25/2026,OFFPEAK,FEBRUARY,2026
02/25/2026 02:00:00,42943.860229,11878.8496,31327.8,30529.2,0,42934.4,27028.73,,2,02/25/2026,OFFPEAK,FEBRUARY,2026
02/25/2026 03:00:00,42457.430054,12360.4199,30150.5,29367.7,0,42371.06,26678.25,,3,02/25/2026,OFFPEAK,FEBRUARY,2026
02/25/2026 04:00:00,42346.759033,13404.3005,28824.9,28043.8,0,42429.04,26485.64,,4,02/25/2026,OFFPEAK,FEBRUARY,2026
02/25/2026 05:00:00,42991.650146,15389.1006,27506,26740.9,0,43252.85,26444.67,,5,02/25/2026,OFFPEAK,FEBRUARY,2026
02/25/2026 06:00:00,45009.360596,17708.5397,26316.9,25554.4,0,45179.93,25621.97,,6,02/25/2026,OFFPEAK,FEBRUARY,2026
02/25/2026 07:00:00,47851.560303,22521.7504,24825.2,24090.6,1.3,48053.62,24102.18,,7,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 08:00:00,49157.589844,22562.2503,23256.4,22587.1,2511.7,49001.3,22961.26,,8,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 09:00:00,49106.239136,10047.4202,21142.6,20551.3,16704.3,48930.34,19806.6,,9,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 10:00:00,49172.790283,2926.3998,19044.9,18535.9,26312.5,48947.21,15923.49,,10,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 11:00:00,49322.989502,3537.0801,17466.8,17077.9,28042.2,48891.93,13557.82,,11,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 12:00:00,49437.679932,5689.9403,16011,15677.6,28324.1,49103.33,13099.62,,12,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 13:00:00,50085.929321,8451.4596,14716.8,14342.8,28236.4,49647.94,13309.61,,13,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 14:00:00,51220.340088,10701.9298,13809.3,13421.4,28427.4,50526.36,12852.93,,14,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 15:00:00,52007.77002,12147.2901,13201.2,12798.4,29066.4,51676,12144.65,,15,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 16:00:00,53425.449951,13940.7996,12723.6,12315.7,28859.6,52946.38,11662.88,,16,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 17:00:00,54148.200928,18690.389,12260.9,11871.7,25507.3,53930.04,10898,,17,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 18:00:00,54101.949585,33543.9795,11735.4,11375.1,11325.4,54264.58,10082.93,,18,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 19:00:00,53937.651001,42682.1103,13112.4,12727.5,644.8,54245.69,10021.46,,19,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 20:00:00,54019.469849,41027.7606,14760.6,14351.7,0,53995.23,11201.88,,20,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 21:00:00,52670.960205,38061.5199,16426.1,16051.4,0,52641.85,12228.21,,21,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 22:00:00,51393.400024,37285.6895,15442.6,15060.6,0,50809.82,12085.4,,22,02/25/2026,WDPEAK,FEBRUARY,2026
02/25/2026 23:00:00,48606.130127,34526.4297,15494.8,15136.8,0,48748.88,11684.35,,23,02/25/2026,OFFPEAK,FEBRUARY,2026
02/26/2026 00:00:00,46169.259888,30561.1993,16482.9,16107.2,0,46924.93,11744.13,,24,02/25/2026,OFFPEAK,FEBRUARY,2026
02/26/2026 01:00:00,44629.359985,27958.9,16541.2,15645.3,0,44719.33,13468.85,,1,02/26/2026,OFFPEAK,FEBRUARY,2026
02/26/2026 02:00:00,42935.480591,25577.2094,17580,16621,0,43206.71,15826.21,,2,02/26/2026,OFFPEAK,FEBRUARY,2026
02/26/2026 03:00:00,42354.129395,23486.5792,18996.4,18006.3,0,42234.6,17962.46,,3,02/26/2026,OFFPEAK,FEBRUARY,2026
02/26/2026 04:00:00,41884.459839,23070.0496,19201.1,18207.1,0,41984.39,19489.35,,4,02/26/2026,OFFPEAK,FEBRUARY,2026
02/26/2026 05:00:00,42501.459595,23264.8996,19543.4,18572.9,0,42568.12,20052.14,,5,02/26/2026,OFFPEAK,FEBRUARY,2026
02/26/2026 06:00:00,44258.249268,23972.2397,20241,19267.1,0,44452.37,21520.54,,6,02/26/2026,OFFPEAK,FEBRUARY,2026
02/26/2026 07:00:00,47139.449829,27417.1495,19692.3,18762.2,.6,47417.82,22454.69,,7,02/26/2026,WDPEAK,FEBRUARY,2026
02/26/2026 08:00:00,48397.039307,27130.1693,18605.4,17793.3,2121.3,48470.03,21826.55,,8,02/26/2026,WDPEAK,FEBRUARY,2026
02/26/2026 09:00:00,48837.779907,17301.6203,16949.9,16212.7,14676.2,49149.34,17252.26,,9,02/26/2026,WDPEAK,FEBRUARY,2026
02/26/2026 10:00:00,49652.009277,8920.3501,15258.6,14610.9,25051.4,49899.76,13958.44,,10,02/26/2026,WDPEAK,FEBRUARY,2026
02/26/2026 11:00:00,50752.379395,9670.29,13350.1,12934.7,27106.1,50718.18,12474.26,,11,02/26/2026,WDPEAK,FEBRUARY,2026
02/26/2026 12:00:00,51807.769409,12282.4204,11406.7,11099,27544.2,51639.07,12024.63,,12,02/26/2026,WDPEAK,FEBRUARY,2026
