DATETIME,ERCOT (LOAD_FORECAST),ERCOT (NET_LOAD_FORECAST_BID_CLOSE),ERCOT (WIND_STWPF_BIDCLOSE),ERCOT (WIND_COPHSL_BIDCLOSE),ERCOT (SOLAR_COPHSL_BIDCLOSE),ERCOT (RTLOAD),ERCOT (WIND_RTI),ERCOT (SOLAR_GENERATION),HOURENDING,MARKETDAY,PEAKTYPE,MONTH,YEAR 
01/17/2026 02:00:00,48876.248718,32914.9105,16644.8,16236.4,0,48464.25,20032.19,,2,01/17/2026,OFFPEAK,JANUARY,2026
01/17/2026 03:00:00,48567.809692,31996.2361,17792.4,17378.9,0,48387.85,20964.21,,3,01/17/2026,OFFPEAK,JANUARY,2026
01/17/2026 04:00:00,48882.780396,31833.3103,18082.8,17668.8,0,48706.78,20894.68,,4,01/17/2026,OFFPEAK,JANUARY,2026
01/17/2026 05:00:00,49662.500122,33044.1599,17835.9,17412.4,0,49485.08,19997.45,,5,01/17/2026,OFFPEAK,JANUARY,2026
01/17/2026 06:00:00,51116.519653,34632.4196,17519.8,17076.2,0,50979.99,18945.41,,6,01/17/2026,OFFPEAK,JANUARY,2026
01/17/2026 07:00:00,53265.281128,37010.9803,17312.7,16856.1,0,53006.69,17274.26,,7,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 08:00:00,54802.149902,39462.9305,16748.9,16322.6,375.8,55029.05,15630.54,,8,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 09:00:00,55603.571167,35199.4015,15459.5,15079.3,6997.5,56072.17,15243.25,,9,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 10:00:00,56044.1604,25769.0202,15368.2,14993,16408.8,56224.33,16875.49,,10,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 11:00:00,56102.859009,19780.4405,18059.7,17626.6,19005.1,56055.9,19991.61,,11,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 12:00:00,54967.579346,15397.6509,20132.8,19651.6,20127.3,55076.72,20035.22,,12,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 13:00:00,54201.849243,15132.9507,18056.5,17647.6,20906.5,53823.73,20397.87,,13,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 14:00:00,53188.569702,14664.3603,17455.7,17072.5,20800.6,52768.68,19374.66,,14,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 15:00:00,52110.169434,14704.8099,16645,16294.8,20683.6,52082.07,18293.57,,15,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 16:00:00,52282.399414,16496.0993,15392.6,15052.6,20065.8,52393.77,17665.64,,16,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 17:00:00,53225.399902,24763.9495,13497.8,13257,14699.7,53242.73,16514.98,,17,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 18:00:00,54885.001099,41007.2099,11113.5,10918.6,2859.1,55091.04,14363.66,,18,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 19:00:00,56949.709595,48255.2987,9220.2,9080.5,10.4,57589.32,11713.63,,19,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 20:00:00,58428.929077,49441.3899,8657.2,8556.3,0,58039.21,10476.74,,20,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 21:00:00,58933.730591,49217.1797,8862.5,8778.1,0,58396.06,10098.88,,21,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 22:00:00,58894.420288,48127.239,9467.1,9354.8,0,58428.38,10992.82,,22,01/17/2026,WEPEAK,JANUARY,2026
01/17/2026 23:00:00,58781.569092,46563.3106,10529.5,10404,0,57949.54,11946.76,,23,01/17/2026,OFFPEAK,JANUARY,2026
01/18/2026 00:00:00,57785.059326,44746.5093,11767.4,11598.4,0,57652.98,13590.56,,24,01/17/2026,OFFPEAK,JANUARY,2026
01/18/2026 01:00:00,57411.649658,42452.3312,13559.8,13299.3,0,57305.15,13805.57,,1,01/18/2026,OFFPEAK,JANUARY,2026
01/18/2026 02:00:00,57378.418823,41586.3792,14122,13718.5,0,57172.73,13859.57,,2,01/18/2026,OFFPEAK,JANUARY,2026
01/18/2026 03:00:00,58087.430298,41240.7412,14672,14183.4,0,57584.63,14432.27,,3,01/18/2026,OFFPEAK,JANUARY,2026
01/18/2026 04:00:00,58160.15979,41233.4788,15290.3,14765.1,0,58170.44,14602.27,,4,01/18/2026,OFFPEAK,JANUARY,2026
01/18/2026 05:00:00,59227.139648,39937.6502,17752.3,17046.6,0,58967.78,15067.23,,5,01/18/2026,OFFPEAK,JANUARY,2026
01/18/2026 06:00:00,60502.380005,41058.5694,18509.5,17747.9,0,60416.49,16275.44,,6,01/18/2026,OFFPEAK,JANUARY,2026
01/18/2026 07:00:00,64328.260132,42451.3601,19198.2,18426.2,0,62235.35,18612.86,,7,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 08:00:00,65236.558594,42986.5106,19742.5,18944.6,620.6,64098.45,20173.91,,8,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 09:00:00,65192.669434,32447.4505,19699.4,18967.6,10982.2,63977.52,20017.4,,9,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 10:00:00,62237.620605,17757.2404,17831.8,17151,24820.6,61784.87,14557.26,,10,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 11:00:00,59752.810303,14968.1913,15585.5,15071,26968.2,58750.13,11957.29,,11,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 12:00:00,56416.30957,13945.4602,14659.1,14236.4,26444,55856.52,11966.74,,12,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 13:00:00,52997.119873,13655.3297,13668.5,13407.2,25448.1,53151.08,11293.14,,13,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 14:00:00,50822.390381,13126.3198,12090.1,11881.2,25610.3,50920.64,8980.06,,14,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 15:00:00,49076.219727,13090.8906,9802.9,9632.4,26642.7,49373.43,6580.99,,15,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 16:00:00,48424.689453,14696.7799,7422.1,7269.5,26856.2,48647.01,4643.92,,16,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 17:00:00,48774.540283,23969.4413,5824.5,5674.8,19937.7,48618.43,3658.3,,17,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 18:00:00,50375.879639,42642.1198,5814,5651.5,3649.8,50108.39,3163.86,,18,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 19:00:00,53032.629395,47846.1995,7897.1,7693.4,12.2,52619.46,5342.29,,19,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 20:00:00,53051.199829,45823.3301,11110.7,10830,0,53525.06,8486.11,,20,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 21:00:00,53418.421143,43362.389,14130.6,13736.4,0,53794.98,10700.43,,21,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 22:00:00,52648.469971,40944.2708,16595.3,16084.8,0,53861.67,13293,,22,01/18/2026,WEPEAK,JANUARY,2026
01/18/2026 23:00:00,51988.080444,37838.7093,18509.4,17936.6,0,53030.98,15595.62,,23,01/18/2026,OFFPEAK,JANUARY,2026
01/19/2026 00:00:00,51199.240234,35425.4191,19637.7,19079.1,0,51931.64,17428.88,,24,01/18/2026,OFFPEAK,JANUARY,2026
01/19/2026 01:00:00,51195.119629,36033.6396,17752.8,17158,0,51348.69,18700.19,,1,01/19/2026,OFFPEAK,JANUARY,2026
01/19/2026 02:00:00,50932.839966,36062.1494,17536.2,16963.6,0,51291.16,18995.19,,2,01/19/2026,OFFPEAK,JANUARY,2026
01/19/2026 03:00:00,51289.139771,36550.6007,17053.4,16474.3,0,51597.4,18108.02,,3,01/19/2026,OFFPEAK,JANUARY,2026
01/19/2026 04:00:00,51883.279907,37837.0106,16232.5,15661.9,0,52390.08,17131.1,,4,01/19/2026,OFFPEAK,JANUARY,2026
01/19/2026 05:00:00,53115.959473,40004.5504,15477,14851.8,0,53972.17,16682.67,,5,01/19/2026,OFFPEAK,JANUARY,2026
01/19/2026 06:00:00,55959.19043,42303.1703,15101.5,14390.7,0,56564.5,16147.12,,6,01/19/2026,OFFPEAK,JANUARY,2026
01/19/2026 07:00:00,61767.799561,45766.3988,14956.7,14245.6,0,59683.89,15812.77,,7,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 08:00:00,63193.679932,47359.0196,14922.9,14268.6,551,62000.86,16415.1,,8,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 09:00:00,62677.910156,38419.1115,14364.2,13817.8,9565.5,61328.13,15419.06,,9,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 10:00:00,59690.310669,26002.6903,13212.3,12674,21455.6,59028.46,12636.02,,10,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 11:00:00,57056.031006,22061.3605,12960.3,12490.9,24098.7,56732.57,13199.04,,11,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 12:00:00,55250.369385,18345.1591,14286.6,13849,24344.7,54531.98,15472.98,,12,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 13:00:00,53701.449707,15682.8007,15692.3,15288.8,24130.2,52712.45,17204.21,,13,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 14:00:00,52503.289795,13625.7699,16868.1,16316.5,24206.5,51419.96,17555.58,,14,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 15:00:00,51210.859863,12334.0098,17593,16994.9,24571.8,50861.46,17202.73,,15,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 16:00:00,51274.930054,13374.4193,18035,17375.1,23698.5,50849.08,16869.14,,16,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 17:00:00,51797.320435,21322.2799,18437.3,17686.6,16860.2,51369.06,17813.03,,17,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 18:00:00,53456.839966,37148.3698,18449.6,17838.5,3143.1,53404.05,20381.25,,18,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 19:00:00,55197.041382,43544.9205,18504.2,17873.4,8.4,55994.14,19534.65,,19,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 20:00:00,56229.35022,43676.6996,18840.5,18196.1,0,56461.7,18520.73,,20,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 21:00:00,56304.160767,43811.0406,18625.8,18011.9,0,56251.2,16446.92,,21,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 22:00:00,55635.539795,44282.6394,17611.1,17039.9,0,55007.31,13929.71,,22,01/19/2026,WDPEAK,JANUARY,2026
01/19/2026 23:00:00,53838.779907,44207.4097,16050.4,15534.9,0,53682.93,11950.03,,23,01/19/2026,OFFPEAK,JANUARY,2026
01/20/2026 00:00:00,52199.789551,45076.1095,14081.9,13605.7,0,52247.63,10291.62,,24,01/19/2026,OFFPEAK,JANUARY,2026
01/20/2026 01:00:00,51269.570435,43515.89,9669.5,9338.5,0,51206.19,8950.25,,1,01/20/2026,OFFPEAK,JANUARY,2026
01/20/2026 02:00:00,51103.799927,44194.8502,8428.6,8116,0,50896.02,7837.58,,2,01/20/2026,OFFPEAK,JANUARY,2026
01/20/2026 03:00:00,51247.729492,44775.5499,7609.6,7330.1,0,51112.35,6657.02,,3,01/20/2026,OFFPEAK,JANUARY,2026
01/20/2026 04:00:00,51924.550049,45520.541,6927.4,6687,0,51564.42,5887.28,,4,01/20/2026,OFFPEAK,JANUARY,2026
01/20/2026 05:00:00,53223.801025,46728.9092,6464,6249.6,0,53023.85,5681.62,,5,01/20/2026,OFFPEAK,JANUARY,2026
01/20/2026 06:00:00,55934.18042,48839.7614,6267.1,6080.7,0,55765.48,5405.1,,6,01/20/2026,OFFPEAK,JANUARY,2026
01/20/2026 07:00:00,59864.989746,51964.6002,6215.4,5991.8,0,59197.19,5224.58,,7,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 08:00:00,61243.760254,52833.0699,6295.7,6064.2,348.6,60844.54,5388.3,,8,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 09:00:00,60372.828857,46369.3598,6278.5,6063,6435.6,59203.67,4752.71,,9,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 10:00:00,57674.499634,37164.6102,5519.2,5298.9,15788.3,59133.7,2993.8,,10,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 11:00:00,57799.269043,33994.5396,5470.6,5234,18148.3,56863.46,3319.84,,11,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 12:00:00,55250.209595,31345.0007,6457.9,6194.7,18726.5,55306.07,3891.3,,12,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 13:00:00,54393.280151,29727.0994,7822.5,7498.8,18046.5,53618.48,3828.37,,13,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 14:00:00,52313.129517,27717.0296,9361.6,9036.8,17692.3,52608.9,4523.83,,14,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 15:00:00,51510.560059,26141.0407,10967,10659.4,16620.4,51985.1,5984.39,,15,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 16:00:00,51440.570068,26032.2292,12721.1,12357.4,14476.4,51751.51,8259.98,,16,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 17:00:00,52139.939819,29020.4005,14312.2,13886,9744.3,52492.78,9731.68,,17,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 18:00:00,54185.39917,36313.3803,15627.1,15146.9,1950,54065.18,11095.94,,18,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 19:00:00,55626.610596,37384.36,17517.2,16937.7,15.2,55739.61,13511.15,,19,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 20:00:00,56049.190308,35096.1896,19790.2,19148.4,0,55371.01,16601.94,,20,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 21:00:00,55050.560059,32026.6703,22060.7,21378,0,54770.2,19616.09,,21,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 22:00:00,53877.540283,29756.2796,23049.3,22357.6,0,53378.93,21157.25,,22,01/20/2026,WDPEAK,JANUARY,2026
01/20/2026 23:00:00,51401.600586,27210.4698,23608.7,22938.8,0,51050.08,21348.47,,23,01/20/2026,OFFPEAK,JANUARY,2026
01/21/2026 00:00:00,49288.339722,25497.36,23495.9,22829.5,0,48693.88,21554.83,,24,01/20/2026,OFFPEAK,JANUARY,2026
01/21/2026 01:00:00,46917.000488,23495.4807,23227,22514.6,0,46955.23,21645.92,,1,01/21/2026,OFFPEAK,JANUARY,2026
01/21/2026 02:00:00,46155.880493,23090.3792,22156.7,21498.6,0,45824.61,20826.43,,2,01/21/2026,OFFPEAK,JANUARY,2026
01/21/2026 03:00:00,45344.990601,23400.8194,20935.1,20237.7,0,45301.24,19688.6,,3,01/21/2026,OFFPEAK,JANUARY,2026
01/21/2026 04:00:00,45315.050293,24366.2301,19655.9,19015.4,0,45199.88,18329.62,,4,01/21/2026,OFFPEAK,JANUARY,2026
01/21/2026 05:00:00,45915.589966,26854.3201,17889.2,17349.5,0,45726.45,16557.75,,5,01/21/2026,OFFPEAK,JANUARY,2026
01/21/2026 06:00:00,47656.594116,31061.7606,15785,15298.4,0,47574.24,14875.69,,6,01/21/2026,OFFPEAK,JANUARY,2026
01/21/2026 07:00:00,50702.119812,37477.1196,13712.9,13245.1,0,50432.93,13727.71,,7,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 08:00:00,51743.94043,41037.6403,11987.6,11544.5,135.4,51809.17,13569.16,,8,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 09:00:00,51939.870117,38790.0396,10835.3,10472.9,3553,51716.08,14362.83,,9,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 10:00:00,51674.299683,33719.4194,9779.2,9428.5,9932.1,51891.06,13070.62,,10,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 11:00:00,51735.239502,31896.3206,8740.2,8422.7,12308.1,51857.44,12406.34,,11,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 12:00:00,51522.060059,31640.1103,7519.7,7257.4,13426.5,51406.23,10323.74,,12,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 13:00:00,50990.490112,31936.9602,5857.6,5652.9,14393.2,50599.78,8463.38,,13,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 14:00:00,50133.020264,32663.92,4448.2,4289.6,14605,49940.01,7022.45,,14,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 15:00:00,49252.910034,31680.5799,4814.4,4644.9,14384.3,49444.65,5716.71,,15,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 16:00:00,49007.909912,31558.3299,3926.8,3785.3,15066.5,49335.53,5230.34,,16,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 17:00:00,49472.660767,35348.6606,3393.5,3269.2,11851.6,49686.99,4470.49,,17,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 18:00:00,50813.369629,45851.4103,3405.6,3307.2,2843.2,50786.46,4086.84,,18,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 19:00:00,52367.160217,50004.1204,4049.7,3951.7,16.6,52336.2,4729.97,,19,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 20:00:00,52438.014893,49274.2397,4946.2,4862.6,0,52467.95,6245.82,,20,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 21:00:00,52139.947266,47796.0002,5670.5,5566.8,0,52090.55,7066.62,,21,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 22:00:00,51178.431458,45630.8507,6189.2,6066.6,0,51231.6,7753.95,,22,01/21/2026,WDPEAK,JANUARY,2026
01/21/2026 23:00:00,49398.533997,42897.5894,6496.7,6385.9,0,49251.05,7905.74,,23,01/21/2026,OFFPEAK,JANUARY,2026
01/22/2026 00:00:00,47698.455872,40557.7908,6530.3,6389.1,0,47349.25,8103.3,,24,01/21/2026,OFFPEAK,JANUARY,2026
01/22/2026 01:00:00,45772.36676,38026.5792,7213.5,7022.7,0,45719.75,7978.38,,1,01/22/2026,OFFPEAK,JANUARY,2026
01/22/2026 02:00:00,44842.060669,37079.3001,6970.3,6748.7,0,45046.75,7755.91,,2,01/22/2026,OFFPEAK,JANUARY,2026
01/22/2026 03:00:00,44692.573547,36790.4098,6881.6,6624.7,0,44737.52,7549.71,,3,01/22/2026,OFFPEAK,JANUARY,2026
01/22/2026 04:00:00,44867.148254,36954.9101,6724.7,6462.8,0,44924.34,6925.38,,4,01/22/2026,OFFPEAK,JANUARY,2026
01/22/2026 05:00:00,45868.97937,38014.1003,6535.8,6277.5,0,46056.45,6686.14,,5,01/22/2026,OFFPEAK,JANUARY,2026
01/22/2026 06:00:00,48348.940186,41194.6199,6396.8,6140.1,0,48288.1,6378.34,,6,01/22/2026,OFFPEAK,JANUARY,2026
01/22/2026 07:00:00,51794.350342,45335.29,6244.3,5989.1,0,51692.99,5927.55,,7,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 08:00:00,53440.330811,47032.5996,6032.6,5764.9,221,53372.23,5775.36,,8,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 09:00:00,53453.469604,43062.6198,5611.9,5336.1,4386.9,53141.42,5486.82,,9,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 10:00:00,52889.949341,36858.9906,4564,4323.5,11119.5,52773.47,4568.3,,10,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 11:00:00,52188.440063,34155.3603,3651,3462.7,14052,52368.98,4287.86,,11,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 12:00:00,51690.150146,31996.6996,3668.5,3478.1,15499.6,51788.55,4368.47,,12,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 13:00:00,51188.904419,30684.0394,3775.8,3566.7,16102.5,51224.67,3937.67,,13,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 14:00:00,50862.243347,30412.95,3802.7,3603.4,16015.6,50806.21,3356.21,,14,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 15:00:00,50264.12384,30448.28,3953,3762,15367.7,50477.67,3428.01,,15,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 16:00:00,50385.278381,31586.2602,4388.7,4221,13878.7,50509.04,3341.01,,16,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 17:00:00,50933.009277,35264.2196,5195.8,5009,9688.4,51024.22,3083.63,,17,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 18:00:00,52437.590637,42716.2701,6504.4,6283.8,2014.1,51908.61,3748.75,,18,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 19:00:00,53137.214661,43937.9605,8702.8,8400.9,9.2,53349.35,5377.91,,19,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 20:00:00,52978.289246,41287.9698,11287.7,10898.3,0,53391.62,8345.36,,20,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 21:00:00,52818.220337,38194.4202,13477.4,13040.7,0,53085.5,11242.63,,21,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 22:00:00,52142.990356,35303.97,14909.9,14470.9,0,51980.53,13196.56,,22,01/22/2026,WDPEAK,JANUARY,2026
01/22/2026 23:00:00,50334.541931,32579.8105,15515.9,15043.8,0,49921.15,13207.6,,23,01/22/2026,OFFPEAK,JANUARY,2026
01/23/2026 00:00:00,48120.251343,30603.2701,15433.7,14961.1,0,47808.92,12618.94,,24,01/22/2026,OFFPEAK,JANUARY,2026
01/23/2026 01:00:00,46142.176941,31000.7195,13605.4,12999.2,0,45964.12,12024.86,,1,01/23/2026,OFFPEAK,JANUARY,2026
01/23/2026 02:00:00,44872.599243,30863.0098,12646.2,12073,0,44762.63,11861.51,,2,01/23/2026,OFFPEAK,JANUARY,2026
01/23/2026 03:00:00,44012.550171,30898.2298,12030.1,11487.9,0,44182.51,10969.39,,3,01/23/2026,OFFPEAK,JANUARY,2026
01/23/2026 04:00:00,43948.629944,31287.1697,11439.5,10890.9,0,44244.56,9867.17,,4,01/23/2026,OFFPEAK,JANUARY,2026
01/23/2026 05:00:00,44875.019348,32607.0603,10928.2,10397,0,44934.26,8969.04,,5,01/23/2026,OFFPEAK,JANUARY,2026
01/23/2026 06:00:00,46776.124695,35397.5108,10600.9,10173.4,0,46596.62,8701.87,,6,01/23/2026,OFFPEAK,JANUARY,2026
01/23/2026 07:00:00,49510.161804,38662.7595,10499.2,10134.2,0,49528.63,9265.21,,7,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 08:00:00,51152.410645,40528.7198,10447.7,10072.8,117.9,51118.66,10855.8,,8,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 09:00:00,51745.049866,39303.7089,10650.4,10273.9,1673,51733.04,12566.49,,9,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 10:00:00,52484.952576,37652.6994,11294.5,10907,3820.9,52474.41,15023.39,,10,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 11:00:00,52719.875,35952.52,12443.2,12060.5,5081.6,53262.17,17356.9,,11,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 12:00:00,53221.487915,33633.4901,13715.4,13362.3,6295,53868.58,18990.14,,12,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 13:00:00,53929.679565,32103.1592,14920.6,14543.4,6416.3,54256.69,21014.63,,13,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 14:00:00,54270.609985,30915.6795,16242.9,15815.1,6148.9,54638.6,22783.36,,14,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 15:00:00,54604.92981,30108.7508,17700.5,17117,4964.9,54854.15,23271.25,,15,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 16:00:00,55228.940063,30072.1209,19042,18374.7,3379.6,54850.24,24228.36,,16,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 17:00:00,55957.15979,30600.4303,19969.6,19248,2207.5,55551.65,25079.5,,17,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 18:00:00,56956.219849,32793.1788,20267.4,19556.5,664.1,56768.44,24819.54,,18,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 19:00:00,58074.889648,35115.5492,19711,18716.6,5.9,58001.54,23466.77,,19,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 20:00:00,57768.019775,36090.6197,18469.7,17566.7,0,57795.31,22281.78,,20,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 21:00:00,57211.34082,36474.2306,17279,16504.6,0,57486.74,20315.45,,21,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 22:00:00,56408.050293,36757.4706,15630.2,14897.4,0,56918.25,18560.93,,22,01/23/2026,WDPEAK,JANUARY,2026
01/23/2026 23:00:00,55211.869019,37271.9004,14024.8,13344.6,0,55938.15,17343.72,,23,01/23/2026,OFFPEAK,JANUARY,2026
01/24/2026 00:00:00,54078.299805,37686.17,12725.9,12111.8,0,54713.9,16534.27,,24,01/23/2026,OFFPEAK,JANUARY,2026
01/24/2026 01:00:00,53227.580078,40779.0907,10408.7,9939,0,53628.84,15771.39,,1,01/24/2026,OFFPEAK,JANUARY,2026
01/24/2026 02:00:00,52793.809448,40778.6208,9394.2,8991.2,0,52937.23,14836.25,,2,01/24/2026,OFFPEAK,JANUARY,2026
01/24/2026 03:00:00,52866.710449,41372.8803,8445.8,8118.7,0,52553.55,14055.13,,3,01/24/2026,OFFPEAK,JANUARY,2026
01/24/2026 04:00:00,52668.041016,41913.1688,7646.9,7382.9,0,52578.54,13823.42,,4,01/24/2026,OFFPEAK,JANUARY,2026
01/24/2026 05:00:00,53651.730347,43227.8305,6898.5,6681.4,0,53017.08,12630.34,,5,01/24/2026,OFFPEAK,JANUARY,2026
01/24/2026 06:00:00,55126.01062,46049.5109,6221.7,6027.6,0,54507.89,11561.24,,6,01/24/2026,OFFPEAK,JANUARY,2026
01/24/2026 07:00:00,58153.450195,47899.6607,5612.5,5443.4,0,56325.92,11051.2,,7,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 08:00:00,58979.648926,50656.3491,5149.8,4985.1,56,58497.31,11450.47,,8,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 09:00:00,60486.449829,52654.7394,4976.3,4798.2,740.5,60243.61,11391.49,,9,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 10:00:00,61582.088745,54206.4308,5223.4,5006.4,1653,61498.34,12407.95,,10,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 11:00:00,62530.550903,55700.2887,4496.6,4277,2405.5,63136.08,12988.01,,11,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 12:00:00,63907.15918,54287.3694,5216.7,4975.2,3340,64283.72,12568.76,,12,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 13:00:00,64937.981201,52659.9509,5527.3,5261.4,3842.4,65186.18,11856.32,,13,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 14:00:00,66380.188965,52007.298,5592.6,5298.7,3697.2,65581.8,11669.29,,14,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 15:00:00,66714.999512,51580.8912,5811.7,5515.8,2984.7,65978.34,11402.65,,15,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 16:00:00,66432.72937,52185.4794,6092,5767.9,2097.1,66614.75,11094.93,,16,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 17:00:00,67305.359497,53629.77,6326.9,5996,1278.4,67495.42,10539.51,,17,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 18:00:00,69139.040039,56383.7901,6352.6,6036.9,446.9,68952.92,9892.71,,18,01/24/2026,WEPEAK,JANUARY,2026
01/24/2026 19:00:00,70515.700195,59356.8506,6056.6,5759.6,13.1,70451.53,10548.49,,19,01/24/2026,WEPEAK,JANUARY,2026
