rank,node,net_revenue,offer_revenue,bid_revenue,total_offer_mw,total_bid_mw,win_rate,avg_win_rate,profit_loss_ratio,avg_profit_loss_ratio,participation_rate,avg_dart_spread,hsl,days_active
215,GODY_SLR_RN,-8160.68325,-8216.085749999998,55.40249999999952,5506.0,-580.3,34.8436974789916,26.99368932038835,11.748655462184875,4.9159142394822,10.660084033613444,0.2833578431372549,0.0,109.0
216,BLSMT1_5_A_6,-8334.527880000001,-2586.0913800000017,-5748.4365,40383.3,-7977.0,33.290756302521004,44.9392378559464,8.020882352941175,7.950092127303184,7.121428571428572,0.5407326680672269,30.0,205.0
217,ANEM_ESS_RN,-8379.028589999993,-4705.642090000018,-3673.3865,8042.9,-1997.9,33.08025210084033,29.540333333333333,11.791680672268908,26.254191666666667,1.1331932773109243,-0.4156924019607845,200.0,206.0
218,BRHEIGHT_RN,-8726.82459,-6745.166339999999,-1981.65825,2639.0,-783.5,40.7218487394958,44.39695238095238,7.970504201680671,10.708471428571428,11.16344537815126,1.9203317577030814,9.9,181.0
219,GAMBIT_RN,-8969.585000000003,-11552.765,2583.18,2067.8,-950.6,24.369747899159663,28.88125,24.367310924369747,17.803625,0.5096638655462186,0.019875262605041966,100.0,206.0
220,UTOPIA_RN,-9014.23725,-5462.466749999998,-3551.7705,23482.7,-7181.099999999999,37.38697478991597,39.85065947242207,7.977731092436975,4.07679856115108,81.1844537815126,1.4967782738095237,0.0,145.0
221,CHIL_SLR,-9017.588719999998,638.409280000003,-9655.998000000001,40200.6,-4262.3,38.71176470588235,44.58848408710218,12.54970588235294,4.048107202680066,17.187394957983194,1.4185105917366947,150.0,205.0
222,GARC_BESS_RN,-9295.00626,-1020.77601,-8274.23025,2250.3,-4736.3,25.305042016806723,40.18715986394558,0.351764705882353,15.878035714285714,1.950420168067227,-0.6297325805322129,9.0,202.0
223,GOODWIN_ESR,-9359.208159999998,-3054.298410000001,-6304.909750000001,15757.1,-3671.1,23.117226890756303,40.05323129251701,0.5560084033613445,8.456683673469389,55.92100840336134,-0.9332777485994398,9.9,202.0
224,BRP_PBL1_RN,-9411.498,-11544.375,2132.877,7306.8,-11000.7,26.192436974789917,47.02603092783505,7.813235294117646,5.752646048109966,36.27016806722689,-0.13902485994397762,9.9,200.0
225,SMTH_ESS_RN,-9523.97959,-4356.336090000001,-5167.6435,4699.7,-1855.8000000000002,40.10588235294117,44.16182983682984,5.563067226890757,14.561182983682984,0.9378151260504202,1.6638738620448181,125.0,149.0
226,BRP_ZPT1_RN,-9568.7706,-3678.46975,-5890.30085,2197.1,-1968.2,20.03109243697479,31.425311942959,7.5377310924369745,6.0947682709447415,2.4542016806722686,0.017423844537815092,9.9,193.0
227,LBRA_BES1,-10059.21355,832.4106599999997,-10891.62421,2111.9,-2388.8,34.30798319327731,52.41240458015267,2.368487394957983,12.049351145038168,0.4084033613445378,0.30788821778711484,186.0,137.0
228,TV_RN,-10165.18159,-4428.67809,-5736.5035,1381.9,-2098.9,35.278571428571425,38.206153846153846,1.2189495798319328,30.356384615384613,12.159243697478992,0.3489163165266106,9.8,201.0
229,HMNG_ESS_RN,-10364.97599,-6982.885589999998,-3382.0904,3291.3,-6266.6,39.14747899159664,46.96038525963149,16.849453781512604,15.244396984924624,1.3915966386554621,1.6726798844537814,99.8,205.0
230,PAVO_ESS_ALL,-10736.143750000001,-4023.1082499999993,-6713.0355,2430.7,-3819.8,31.891596638655457,53.78651832460733,17.980126050420168,23.62668848167539,3.2588235294117647,0.36736563375350145,87.5,197.0
231,E_HARRIS_RN,-11013.99387,-2230.0589200000004,-8783.93495,1409.6000000000001,-3180.5,22.90126050420168,37.89464594127807,6.880378151260504,5.102059585492228,6.158823529411765,-0.4075936624649862,9.9,199.0
232,EVLN_ESS_RN,-11034.71334,-3734.72109,-7299.99225,796.6999999999999,-1189.2,40.20882352941177,45.6875,2.1497899159663865,10.81724358974359,0.3403361344537815,2.049921656162465,220.0,162.0
233,HYDR_ESS_RN,-11119.618800000002,357.28924999999987,-11476.90805,1442.1,-5713.0,30.17394957983193,42.44481292517007,10.937521008403362,6.001522108843537,0.7899159663865547,0.05579744397759104,200.0,202.0
234,BR_ARROW_ALL,-11266.325700000001,-8364.80595,-2901.5197500000004,8357.2,-3786.7,40.24159663865546,48.45628140703518,6.064621848739496,6.241804857621441,6.694117647058825,1.7572719712885154,51.7,205.0
235,SLK_BESS_RN,-11356.62195,-11456.21945,99.5975,640.9,-16.4,13.51638655462185,24.62463768115942,10.16361344537815,20.63688405797101,0.0,0.09777485994397757,200.0,52.0
236,SROSA_ESR_RN,-11866.34434,-2219.67109,-9646.67325,4196.9,-3563.6,27.818907563025213,39.999242424242425,2.643361344537815,12.154570707070707,8.491596638655462,-0.8661226365546218,9.9,204.0
237,BRP_ZPT2_RN,-12363.27966,-9027.32266,-3335.9570000000003,8112.1,-7245.9,28.26932773109244,39.94454314720812,6.719705882352941,18.29941624365482,48.58067226890756,-0.6002836134453783,9.9,203.0
238,BRP_LOOP_RN,-12502.68742,2245.16683,-14747.85425,7962.2,-9915.0,32.583193277310926,42.900972927241966,4.218529411764706,7.400097292724197,46.20588235294118,0.16866509103641456,9.9,203.0
239,BRPMAGNO_RN,-12546.42944,-11508.00254,-1038.4269000000013,4942.4,-6248.999999999999,40.463865546218486,48.33629441624366,1.8868067226890757,10.30310067681895,30.869747899159663,1.7877389705882356,9.9,203.0
240,ANTL_ESS_ES1,-13399.190999999995,-18757.91325,5358.722250000002,2276.1,-5373.6,28.3281512605042,46.47651515151515,1.680546218487395,3.922626262626263,3.730252100840336,0.06277485994397762,70.0,204.0
241,WIG_BESS_RN,-13462.15025,491.7157500000001,-13953.866000000004,1645.6,-3594.1,39.47563025210084,47.22763819095478,12.10378151260504,6.9615284757118925,0.44369747899159667,-0.1455431547619048,120.0,205.0
242,GREGORY_RN,-13717.706210000004,-4740.235510000002,-8977.4707,21258.5,-9100.7,33.450840336134455,44.1571189279732,4.51844537815126,4.75282663316583,35.87521008403362,-0.13230392156862777,5.0,205.0
243,NOBLESLR_ALL,-14016.769410000004,-612.2578099999955,-13404.5116,267096.2,-14639.4,39.60966386554622,46.86058333333334,44.886302521008396,5.030866666666666,24.26218487394958,0.7585661764705882,62.5,206.0
244,LAUR_BESS_RN,-14776.476419999999,-451.1199199999977,-14325.3565,23993.100000000002,-10759.400000000001,29.544537815126052,40.18683333333334,1.5840756302521009,15.5687,43.476470588235294,-0.508314075630252,9.8,206.0
245,HI_LONEB_RN1,-14817.43425,-13078.160750000001,-1739.2735000000002,3381.6000000000004,-2203.2,32.80756302521009,34.85357142857143,1.4070588235294117,8.297632275132276,2.1306722689075634,-0.10503282563025207,50.0,195.0
246,TSECA_ES_RN,-14918.797499999995,-13667.9075,-1250.8899999999994,1439.5,-546.9,18.69747899159664,18.941388888888888,17.251638655462184,15.319666666666668,0.18865546218487395,-0.162125787815126,100.0,186.0
247,AE_RN,-15311.74841,-7705.051909999999,-7606.6965,4952.5,-6297.5,33.21050420168067,43.42689003436426,2.168025210084034,7.349853951890034,32.358403361344536,0.2454052871148459,9.9,200.0
248,MOORE_FL_RN,-15504.305139999997,-10396.77614,-5107.5289999999995,8785.3,-2962.2000000000003,25.226470588235294,39.20968697123519,0.6579411764705883,20.170799492385783,25.369327731092437,-1.2788550420168068,9.9,203.0
249,ZIER_SLR_ALL,-15848.191090000004,4660.247910000004,-20508.43900000001,73074.90000000001,-42333.200000000004,28.504621848739493,45.82550251256282,1.2010504201680672,3.5398785594639866,60.201260504201684,0.13463585434173672,40.0,205.0
250,HOLCOMB_RN1,-16106.8565,-8810.80925,-7296.04725,4408.1,-6116.7,0.0,15.559,0.0,3.12595,0.0,-0.48176339285714287,9.9,206.0
251,SNY_BESS_RN,-16588.97675,-3827.7415,-12761.23525,4968.8,-10408.099999999999,36.80378151260504,43.34358333333333,3.222941176470588,9.830433333333332,66.77605042016806,-2.450272671568628,9.9,206.0
252,DC2SES_ALL,-16682.44451,-6351.105010000002,-10331.3395,18042.6,-31024.8,36.1436974789916,45.55625,8.620378151260503,9.492266666666666,1.988235294117647,0.8903645833333332,66.5,206.0
253,BIGSTAR_ALL,-16700.82351,-1969.306549999998,-14731.516959999999,11454.300000000001,-19430.100000000002,34.832352941176474,46.28483333333333,1.4446638655462185,4.766083333333333,2.955042016806723,0.40718618697479,60.0,206.0
254,ANDMDSLR_ALL,-17278.89166,-3852.278069999995,-13426.613589999999,18519.1,-5105.7,31.04579831932773,42.97638190954774,55.33302521008403,6.635108877721943,3.5348739495798327,1.1755024509803922,81.9,205.0
255,FALFUR_RN,-17486.215659999998,-5177.830659999998,-12308.385,18893.6,-8062.500000000001,27.031512605042014,39.529145728643215,0.7468067226890756,9.80502512562814,28.1781512605042,-0.5400056897759105,9.9,205.0
256,PALE_ESS_EN,-17911.62,-647.3780000000002,-17264.242000000002,2427.3,-5049.1,30.7109243697479,38.01989112227805,5.025420168067226,6.640280569514237,0.3457983193277311,-0.15937456232492994,200.0,205.0
257,MU_RN,-18258.13184,-4884.9205900000015,-13373.211249999998,2081.1,-4133.7,38.39579831932773,43.5880829015544,2.6527731092436975,13.064002590673574,18.072268907563025,1.2687421218487396,9.9,199.0
258,FORTMA_RN,-20083.39346,-18742.53324999999,-1340.8602100000003,25026.1,-4988.6,38.18403361344538,41.730555555555554,13.460672268907562,5.741919191919192,80.13487394957983,1.4092769607843136,9.8,204.0
259,CORAZON_RN,-20624.380250000002,-13875.61925,-6748.761000000005,70466.6,-12627.4,31.9436974789916,39.11679229480737,1.0743697478991596,4.22823283082077,10.442857142857143,-0.4495583858543417,200.0,205.0
260,PRCRK_RN,-21361.38299,-7565.980079999999,-13795.40291,977.8000000000001,-3734.6,40.14957983193277,46.53932291666666,8.167857142857143,8.862838541666667,6.18109243697479,1.7003431372549018,9.9,198.0
261,STRG_SLR_ALL,-21515.07976,-7661.14626,-13853.933500000001,5435.099999999999,-7994.299999999999,36.19033613445378,48.20076923076923,2.763781512605042,8.182115384615384,2.7894957983193276,0.8547159488795518,100.0,201.0
262,LILY_RN,-21639.66729,-10188.755039999998,-11450.91225,12710.300000000001,-5905.700000000001,40.07100840336135,49.77766666666666,3.6762605042016805,7.797391666666666,6.689495798319328,1.720685836834734,50.0,206.0
263,PYR_PYRON1,-22605.288499999995,-6766.2887500000015,-15838.99975,69640.2,-3617.5,31.911764705882355,44.37408333333333,1.3053361344537815,5.450283333333333,384.32605042016803,0.16882965686274515,15.1,206.0
264,CASL_GAP_UN1,-23965.8235,-4888.841329999999,-19076.98217,21707.8,-28291.2,31.627731092436978,43.23408333333333,4.191554621848739,3.8948083333333328,464.78151260504205,-0.09163209033613462,1.9,206.0
265,MILTON_RN,-24758.03009,-23280.79334,-1477.2367500000005,25815.300000000003,-2864.2000000000003,34.80042016806723,45.96944444444445,1.6538655462184872,5.838030303030302,41.714285714285715,0.44165397408963575,9.9,204.0
266,QUEEN_BA_RN,-26019.23734,-4844.22534,-21175.012000000002,6510.4,-29641.0,30.944117647058825,38.74563279857398,36.61966386554622,7.9665240641711215,11.152941176470588,-0.5305532212885157,50.0,193.0
267,CONTINEN_RN,-27088.880500000003,-21367.000500000002,-5721.88,13657.199999999999,-4703.0,28.076470588235296,43.23092216582064,1.5808403361344536,18.68937817258883,0.0,-0.2877219012605042,0.0,203.0
268,CFLAT_ES_RN,-27470.44075,999.802499999999,-28470.24325,5593.8,-13434.900000000001,26.589915966386553,46.74338095238095,4.117394957983193,6.550361904761905,8.283193277310925,0.0113620448179272,0.0,181.0
269,SP_RN,-28586.140010000003,-10866.51266,-17719.62735,4496.599999999999,-6706.9,39.34957983193277,47.44835025380711,1.6089495798319327,16.56586717428088,20.2109243697479,1.635034138655462,5.0,203.0
270,WFTANK_ESS1,-29046.676089999997,-5393.854090000001,-23652.822,3763.7999999999997,-20261.8,28.793277310924367,36.17925,0.943109243697479,5.568433333333333,5.596218487394958,-0.8076094187675069,150.0,206.0
271,SEVNF_ES_RN,-29477.9695,-38535.617000000006,9057.6475,3921.6,-18223.2,29.548739495798323,44.41600529100529,0.7782773109243697,11.495820105820105,2.269747899159664,-0.597358193277311,100.0,195.0
272,CARRIZO_ESR1,-31160.177910000002,-43727.160910000006,12566.983,20680.399999999998,-2194.2,33.54075630252101,46.50604906937394,1.2194957983193278,21.1698730964467,47.20672268907563,0.3052805497198881,9.8,203.0
273,CLO_RN,-36198.04341,-10036.61966,-26161.423750000005,2338.7000000000003,-12132.4,35.30378151260504,38.86986183074266,0.8661764705882352,4.7369818652849744,4.887815126050421,0.25319984243697485,100.0,199.0
274,SPTX12B_RN,-40845.595109999995,-23406.3292,-17439.26591,12995.2,-7998.800000000001,31.719327731092434,45.1177135678392,4.431722689075631,5.954811557788943,23.30798319327731,0.37255777310924365,24.9,205.0
275,PTLBES_BESS1,-41762.446639999995,-41155.87664000001,-606.5699999999981,25198.5,-3042.3,33.673949579831934,47.69108333333334,2.1875630252100837,4.440516666666666,101.39579831932774,0.16087972689075647,5.0,206.0
276,ALVIN_RN,-46867.9494,-41723.29315,-5144.656250000001,4356.0,-13383.6,38.79957983193277,44.75519262981575,1.7260924369747899,7.883814907872697,44.30210084033614,1.1532768732492997,9.9,205.0
277,RUSSEKST_RN,-61361.42774999999,-15093.887999999999,-46267.53975,10806.0,-15977.0,36.253781512605045,61.08383333333333,2.2658823529411762,5.455075,92.34075630252102,1.7841272759103637,9.9,206.0
278,CISC_RN,-64616.79759,-7779.57534,-56837.22225,5208.500000000001,-8854.6,28.523529411764706,46.990703517587946,2.698865546218488,7.020703517587939,26.02016806722689,-1.7006394432773109,9.9,205.0
279,RHESS2_ESS1,-65966.6775,-19034.820750000006,-46931.85675000002,13642.699999999999,-30762.8,35.85378151260504,54.30083333333333,1.5611344537815128,13.821166666666668,116.16806722689077,0.37425026260504207,9.9,206.0
280,CATARINA_B1,-67021.20674000001,-42817.05274,-24204.154000000006,10955.9,-27303.6,35.24411764705882,49.54875,0.8935714285714286,4.054675,127.32563025210084,0.3028330707282912,8.2,206.0
281,SHAMROCK_RN,-67560.46696,-56516.33971,-11044.127250000001,188204.59999999998,-6753.0,32.47857142857143,41.02191666666667,1.0425210084033611,5.9209,260.1861344537815,-0.0868097864145658,99.3,206.0
282,CAMWIND_RN,-79541.03573,-63332.51292000001,-16208.522810000002,54956.0,-21595.2,30.044537815126052,39.47266666666667,1.2046638655462185,3.2213,88.409243697479,-0.8761335784313727,10.0,206.0
283,INRT_W_ALL,-85063.43311999999,-78298.2666,-6765.166520000001,197708.4,-4213.7,32.67647058823529,44.51591666666667,7.9813865546218485,7.041141666666666,1630.968067226891,0.8649829306722692,13.0,206.0
284,NWF_NWF1,-95090.58648999999,-115714.39328999999,20623.8068,82736.2,-22559.899999999998,29.54033613445378,45.76675,3.6652521008403363,5.419208333333334,39.71680672268907,-0.7098056722689075,16.1,206.0
285,CAST_ESS_RN,-117686.27224999995,348.57399999999996,-118034.84625000003,124.6,-8669.3,29.664705882352944,43.67585669781932,10.878319327731091,33.576160436137066,5.336134453781512,-0.002376137955182077,200.0,113.0
286,GKS_BESS_RN,-208213.90209,-161101.20559,-47112.696500000005,97252.90000000001,-36916.7,30.178991596638653,40.33065326633167,3.004453781512605,34.08821189279732,34.12436974789916,-0.753390231092437,40.0,205.0
